,Shots,Goals,Takeaways,Hits,Blocked Shots,Giveaways,Missed Shots,Penalities,#Won Faceoffs,HoA_away,HoA_home,startRinkSide_left,startRinkSide_right
4971,5.0,3.0,0.0,3.0,3.0,2.0,4.0,0.0,9.0,1,0,0,1
4972,10.0,0.0,1.0,13.0,3.0,1.0,1.0,2.0,8.0,0,1,0,1
4973,7.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,9.0,1,0,0,1
4974,9.0,0.0,2.0,6.0,3.0,3.0,7.0,1.0,14.0,0,1,0,1
4975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
4976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
4977,7.0,0.0,2.0,11.0,3.0,0.0,3.0,2.0,11.0,1,0,1,0
4978,8.0,1.0,0.0,5.0,8.0,1.0,2.0,2.0,6.0,0,1,1,0
4979,6.0,0.0,3.0,10.0,7.0,0.0,3.0,2.0,8.0,1,0,1,0
4980,8.0,0.0,2.0,5.0,3.0,4.0,2.0,1.0,9.0,0,1,1,0
4981,13.0,1.0,4.0,4.0,3.0,2.0,4.0,0.0,9.0,1,0,1,0
4982,14.0,1.0,3.0,8.0,7.0,1.0,2.0,0.0,12.0,0,1,1,0
4983,8.0,1.0,4.0,3.0,5.0,2.0,3.0,1.0,6.0,1,0,1,0
4984,7.0,2.0,5.0,5.0,4.0,2.0,5.0,1.0,9.0,0,1,1,0
4985,14.0,0.0,1.0,11.0,3.0,0.0,6.0,2.0,8.0,1,0,0,1
4986,5.0,3.0,2.0,9.0,9.0,6.0,6.0,1.0,14.0,0,1,0,1
4987,4.0,0.0,1.0,10.0,5.0,0.0,2.0,1.0,9.0,1,0,0,1
4988,3.0,0.0,2.0,8.0,3.0,3.0,2.0,1.0,12.0,0,1,0,1
4989,11.0,1.0,0.0,5.0,7.0,1.0,4.0,1.0,5.0,1,0,0,1
4990,13.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,14.0,0,1,0,1
4991,13.0,0.0,3.0,4.0,3.0,4.0,5.0,2.0,16.0,1,0,1,0
4992,7.0,2.0,3.0,4.0,5.0,5.0,3.0,2.0,9.0,0,1,1,0
4993,15.0,1.0,1.0,9.0,8.0,6.0,4.0,1.0,9.0,1,0,0,1
4994,5.0,0.0,1.0,15.0,9.0,1.0,6.0,2.0,6.0,0,1,0,1
4995,13.0,0.0,5.0,16.0,6.0,5.0,1.0,1.0,12.0,1,0,1,0
4996,12.0,0.0,4.0,6.0,5.0,2.0,1.0,0.0,12.0,0,1,1,0
4997,9.0,2.0,5.0,8.0,10.0,5.0,3.0,1.0,12.0,1,0,0,1
4998,10.0,1.0,6.0,8.0,5.0,3.0,4.0,1.0,9.0,0,1,0,1
4999,10.0,1.0,1.0,12.0,6.0,5.0,2.0,1.0,11.0,1,0,1,0
5000,9.0,1.0,2.0,3.0,5.0,6.0,2.0,2.0,7.0,0,1,1,0
5001,2.0,0.0,1.0,13.0,6.0,7.0,2.0,2.0,11.0,1,0,1,0
5002,16.0,3.0,1.0,10.0,3.0,4.0,10.0,0.0,12.0,0,1,1,0
5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
5004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
5005,10.0,0.0,0.0,14.0,4.0,2.0,9.0,1.0,9.0,1,0,0,1
5006,5.0,0.0,3.0,7.0,4.0,4.0,4.0,1.0,8.0,0,1,0,1
5007,10.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,13.0,1,0,0,1
5008,14.0,2.0,1.0,8.0,5.0,6.0,3.0,2.0,14.0,0,1,0,1
5009,6.0,0.0,2.0,10.0,6.0,3.0,3.0,0.0,11.0,1,0,1,0
5010,8.0,1.0,0.0,13.0,4.0,2.0,5.0,0.0,6.0,0,1,1,0
5011,8.0,0.0,2.0,6.0,5.0,6.0,8.0,1.0,8.0,1,0,0,1
5012,5.0,0.0,3.0,13.0,5.0,5.0,4.0,3.0,8.0,0,1,0,1
5013,10.0,0.0,1.0,5.0,2.0,2.0,5.0,1.0,13.0,1,0,0,1
5014,8.0,1.0,2.0,5.0,5.0,0.0,6.0,1.0,12.0,0,1,0,1
5015,13.0,2.0,2.0,11.0,3.0,1.0,2.0,0.0,14.0,1,0,1,0
5016,8.0,0.0,2.0,10.0,10.0,5.0,3.0,1.0,8.0,0,1,1,0
5017,6.0,0.0,1.0,12.0,3.0,5.0,3.0,1.0,10.0,1,0,0,1
5018,11.0,2.0,2.0,8.0,8.0,5.0,2.0,1.0,5.0,0,1,0,1
5019,11.0,1.0,1.0,10.0,7.0,5.0,3.0,1.0,12.0,1,0,0,1
5020,15.0,1.0,2.0,6.0,5.0,5.0,3.0,0.0,9.0,0,1,0,1
5021,7.0,0.0,2.0,10.0,3.0,5.0,3.0,0.0,7.0,1,0,0,1
5022,14.0,0.0,2.0,8.0,9.0,1.0,8.0,1.0,15.0,0,1,0,1
5023,13.0,2.0,2.0,9.0,7.0,4.0,5.0,1.0,13.0,1,0,0,1
5024,4.0,2.0,1.0,16.0,2.0,4.0,3.0,0.0,9.0,0,1,0,1
5025,8.0,0.0,2.0,12.0,9.0,3.0,2.0,2.0,6.0,1,0,0,1
5026,11.0,0.0,1.0,8.0,4.0,2.0,4.0,0.0,12.0,0,1,0,1
5027,13.0,0.0,1.0,7.0,14.0,2.0,5.0,3.0,9.0,1,0,0,1
5028,13.0,0.0,1.0,8.0,3.0,2.0,4.0,1.0,9.0,0,1,0,1
5029,8.0,0.0,4.0,8.0,5.0,1.0,4.0,0.0,15.0,1,0,0,1
5030,9.0,1.0,2.0,5.0,2.0,5.0,3.0,0.0,12.0,0,1,0,1
5031,11.0,0.0,1.0,2.0,6.0,2.0,5.0,1.0,18.0,1,0,1,0
5032,8.0,1.0,2.0,2.0,7.0,1.0,5.0,2.0,7.0,0,1,1,0
5033,6.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,8.0,1,0,0,1
5034,4.0,1.0,1.0,12.0,3.0,1.0,3.0,1.0,7.0,0,1,0,1
5035,7.0,1.0,1.0,10.0,9.0,3.0,2.0,2.0,10.0,1,0,0,1
5036,18.0,0.0,3.0,16.0,2.0,10.0,4.0,2.0,15.0,0,1,0,1
5037,8.0,0.0,2.0,12.0,4.0,1.0,6.0,1.0,7.0,1,0,0,1
5038,6.0,0.0,2.0,7.0,3.0,2.0,6.0,2.0,8.0,0,1,0,1
5039,5.0,2.0,2.0,7.0,9.0,0.0,5.0,0.0,7.0,1,0,1,0
5040,7.0,0.0,2.0,3.0,6.0,2.0,7.0,2.0,7.0,0,1,1,0
5041,9.0,0.0,3.0,6.0,4.0,3.0,3.0,1.0,8.0,1,0,1,0
5042,15.0,1.0,1.0,12.0,6.0,5.0,1.0,1.0,13.0,0,1,1,0
5043,10.0,1.0,0.0,16.0,6.0,2.0,3.0,1.0,10.0,1,0,0,1
5044,6.0,1.0,5.0,17.0,6.0,7.0,2.0,1.0,13.0,0,1,0,1
5045,8.0,0.0,1.0,9.0,3.0,1.0,4.0,2.0,8.0,1,0,1,0
5046,11.0,0.0,2.0,10.0,5.0,6.0,6.0,1.0,15.0,0,1,1,0
5047,12.0,0.0,4.0,6.0,5.0,4.0,5.0,0.0,5.0,1,0,0,1
5048,5.0,0.0,3.0,15.0,8.0,11.0,2.0,0.0,9.0,0,1,0,1
5049,8.0,3.0,6.0,7.0,7.0,4.0,3.0,2.0,12.0,1,0,1,0
5050,16.0,1.0,5.0,12.0,4.0,5.0,5.0,0.0,13.0,0,1,1,0
5051,16.0,0.0,1.0,11.0,4.0,0.0,6.0,0.0,11.0,1,0,1,0
5052,5.0,0.0,1.0,8.0,12.0,5.0,3.0,0.0,7.0,0,1,1,0
5053,8.0,0.0,3.0,3.0,6.0,1.0,3.0,2.0,10.0,1,0,0,1
5054,9.0,2.0,1.0,7.0,6.0,3.0,3.0,2.0,11.0,0,1,0,1
5055,7.0,0.0,2.0,12.0,7.0,3.0,2.0,1.0,9.0,1,0,1,0
5056,5.0,0.0,3.0,8.0,4.0,3.0,4.0,1.0,7.0,0,1,1,0
5057,10.0,1.0,3.0,4.0,12.0,1.0,1.0,0.0,11.0,1,0,1,0
5058,9.0,1.0,4.0,6.0,0.0,8.0,1.0,1.0,7.0,0,1,1,0
5059,7.0,0.0,2.0,7.0,6.0,2.0,3.0,1.0,8.0,1,0,0,1
5060,6.0,1.0,5.0,13.0,5.0,7.0,6.0,2.0,9.0,0,1,0,1
5061,11.0,1.0,1.0,5.0,7.0,3.0,3.0,0.0,11.0,1,0,1,0
5062,11.0,1.0,5.0,9.0,9.0,6.0,4.0,1.0,13.0,0,1,1,0
5063,3.0,1.0,5.0,8.0,8.0,0.0,5.0,3.0,10.0,1,0,1,0
5064,10.0,1.0,4.0,6.0,6.0,4.0,6.0,2.0,14.0,0,1,1,0
5065,9.0,1.0,3.0,11.0,1.0,0.0,1.0,0.0,6.0,1,0,1,0
5066,8.0,0.0,6.0,8.0,3.0,4.0,2.0,0.0,8.0,0,1,1,0
5067,9.0,2.0,4.0,5.0,4.0,1.0,4.0,4.0,11.0,1,0,1,0
5068,11.0,0.0,2.0,8.0,7.0,2.0,1.0,2.0,8.0,0,1,1,0
5069,10.0,2.0,1.0,6.0,3.0,1.0,4.0,0.0,15.0,1,0,1,0
5070,10.0,1.0,2.0,8.0,5.0,3.0,4.0,1.0,11.0,0,1,1,0
5071,7.0,0.0,2.0,12.0,2.0,1.0,4.0,2.0,13.0,1,0,0,1
5072,10.0,0.0,4.0,7.0,8.0,4.0,4.0,2.0,8.0,0,1,0,1
5073,9.0,2.0,1.0,8.0,3.0,2.0,1.0,2.0,10.0,1,0,1,0
5074,11.0,0.0,2.0,5.0,1.0,4.0,10.0,0.0,9.0,0,1,1,0
5075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
5076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
5077,8.0,0.0,2.0,12.0,7.0,7.0,2.0,1.0,9.0,1,0,0,1
5078,4.0,1.0,6.0,5.0,5.0,3.0,5.0,2.0,9.0,0,1,0,1
5079,5.0,2.0,1.0,13.0,6.0,4.0,3.0,0.0,9.0,1,0,1,0
5080,10.0,0.0,6.0,6.0,5.0,3.0,1.0,1.0,5.0,0,1,1,0
5081,7.0,1.0,2.0,9.0,3.0,4.0,3.0,2.0,10.0,1,0,1,0
5082,14.0,0.0,5.0,3.0,7.0,4.0,4.0,1.0,12.0,0,1,1,0
5083,12.0,0.0,4.0,18.0,5.0,1.0,1.0,2.0,6.0,1,0,0,1
5084,12.0,2.0,4.0,10.0,2.0,2.0,2.0,2.0,11.0,0,1,0,1
5085,8.0,3.0,0.0,5.0,5.0,1.0,3.0,1.0,13.0,1,0,0,1
5086,3.0,1.0,5.0,9.0,5.0,4.0,4.0,1.0,8.0,0,1,0,1
5087,12.0,2.0,3.0,4.0,7.0,0.0,4.0,2.0,10.0,1,0,1,0
5088,10.0,1.0,2.0,4.0,2.0,2.0,3.0,0.0,9.0,0,1,1,0
5089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
5090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
5091,8.0,0.0,1.0,7.0,4.0,2.0,1.0,0.0,8.0,1,0,0,1
5092,6.0,1.0,5.0,15.0,7.0,1.0,3.0,1.0,8.0,0,1,0,1
5093,9.0,1.0,4.0,6.0,8.0,2.0,2.0,1.0,13.0,1,0,0,1
5094,3.0,0.0,0.0,8.0,13.0,2.0,2.0,1.0,10.0,0,1,0,1
5095,5.0,0.0,2.0,18.0,10.0,4.0,2.0,0.0,9.0,1,0,0,1
5096,6.0,0.0,1.0,5.0,4.0,6.0,4.0,0.0,10.0,0,1,0,1
5097,13.0,1.0,3.0,4.0,6.0,3.0,6.0,3.0,7.0,1,0,1,0
5098,10.0,1.0,2.0,8.0,7.0,5.0,4.0,2.0,12.0,0,1,1,0
5099,3.0,0.0,3.0,8.0,4.0,5.0,2.0,3.0,8.0,1,0,0,1
5100,9.0,0.0,2.0,10.0,9.0,9.0,4.0,3.0,7.0,0,1,0,1
5101,4.0,0.0,4.0,13.0,9.0,3.0,2.0,3.0,7.0,1,0,1,0
5102,14.0,0.0,3.0,8.0,1.0,3.0,11.0,2.0,13.0,0,1,1,0
5103,8.0,0.0,4.0,6.0,5.0,3.0,4.0,1.0,8.0,1,0,1,0
5104,13.0,1.0,3.0,8.0,3.0,4.0,9.0,0.0,13.0,0,1,1,0
5105,7.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,12.0,1,0,1,0
5106,12.0,1.0,1.0,12.0,8.0,4.0,4.0,1.0,14.0,0,1,1,0
5107,11.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,9.0,1,0,0,1
5108,10.0,1.0,4.0,12.0,8.0,0.0,4.0,2.0,8.0,0,1,0,1
5109,7.0,0.0,3.0,5.0,3.0,0.0,5.0,3.0,11.0,1,0,1,0
5110,10.0,0.0,0.0,8.0,5.0,0.0,1.0,2.0,9.0,0,1,1,0
5111,9.0,1.0,1.0,13.0,7.0,2.0,5.0,0.0,8.0,1,0,1,0
5112,10.0,0.0,1.0,7.0,7.0,11.0,2.0,1.0,5.0,0,1,1,0
5113,3.0,0.0,3.0,14.0,5.0,3.0,4.0,0.0,9.0,1,0,1,0
5114,11.0,2.0,6.0,11.0,11.0,8.0,4.0,0.0,11.0,0,1,1,0
5115,10.0,0.0,1.0,20.0,1.0,2.0,3.0,3.0,13.0,1,0,1,0
5116,6.0,1.0,1.0,6.0,5.0,2.0,11.0,2.0,2.0,0,1,1,0
5117,9.0,1.0,1.0,6.0,4.0,1.0,5.0,0.0,10.0,1,0,0,1
5118,4.0,0.0,4.0,9.0,6.0,6.0,1.0,1.0,7.0,0,1,0,1
5119,8.0,0.0,3.0,7.0,4.0,2.0,0.0,3.0,14.0,1,0,1,0
5120,6.0,2.0,2.0,5.0,3.0,2.0,6.0,0.0,6.0,0,1,1,0
5121,6.0,2.0,1.0,5.0,2.0,1.0,9.0,0.0,8.0,1,0,0,1
5122,7.0,0.0,2.0,9.0,3.0,3.0,3.0,0.0,9.0,0,1,0,1
5123,9.0,0.0,2.0,13.0,6.0,3.0,2.0,2.0,3.0,1,0,1,0
5124,10.0,0.0,1.0,5.0,5.0,3.0,3.0,1.0,10.0,0,1,1,0
5125,8.0,1.0,2.0,12.0,6.0,1.0,9.0,1.0,15.0,1,0,1,0
5126,11.0,0.0,2.0,7.0,9.0,4.0,5.0,1.0,9.0,0,1,1,0
5127,16.0,1.0,5.0,3.0,2.0,3.0,6.0,2.0,14.0,1,0,1,0
5128,8.0,0.0,1.0,4.0,4.0,4.0,7.0,1.0,12.0,0,1,1,0
5129,6.0,0.0,0.0,1.0,4.0,3.0,5.0,3.0,10.0,1,0,1,0
5130,7.0,1.0,3.0,12.0,6.0,1.0,5.0,2.0,7.0,0,1,1,0
5131,12.0,1.0,2.0,7.0,2.0,1.0,2.0,2.0,14.0,1,0,0,1
5132,10.0,0.0,2.0,6.0,5.0,5.0,5.0,1.0,7.0,0,1,0,1
5133,11.0,1.0,2.0,6.0,5.0,1.0,3.0,1.0,13.0,1,0,0,1
5134,14.0,0.0,3.0,5.0,5.0,4.0,3.0,1.0,16.0,0,1,0,1
5135,9.0,1.0,0.0,9.0,8.0,5.0,1.0,2.0,7.0,1,0,1,0
5136,12.0,0.0,1.0,6.0,4.0,7.0,1.0,1.0,8.0,0,1,1,0
5137,8.0,1.0,5.0,4.0,4.0,1.0,4.0,2.0,12.0,1,0,1,0
5138,11.0,2.0,3.0,6.0,9.0,2.0,1.0,1.0,7.0,0,1,1,0
5139,9.0,3.0,1.0,5.0,4.0,1.0,2.0,3.0,10.0,1,0,0,1
5140,11.0,1.0,3.0,6.0,5.0,2.0,2.0,2.0,8.0,0,1,0,1
5141,11.0,0.0,2.0,13.0,5.0,3.0,1.0,1.0,6.0,1,0,1,0
5142,8.0,2.0,1.0,5.0,2.0,2.0,0.0,1.0,8.0,0,1,1,0
5143,12.0,0.0,2.0,2.0,2.0,4.0,8.0,2.0,6.0,1,0,1,0
5144,6.0,1.0,3.0,7.0,8.0,9.0,3.0,4.0,8.0,0,1,1,0
5145,12.0,0.0,2.0,6.0,6.0,2.0,4.0,0.0,5.0,1,0,0,1
5146,7.0,0.0,2.0,3.0,3.0,5.0,0.0,1.0,8.0,0,1,0,1
5147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
5148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
5149,12.0,0.0,1.0,11.0,1.0,1.0,4.0,2.0,15.0,1,0,0,1
5150,18.0,2.0,0.0,12.0,7.0,0.0,3.0,0.0,10.0,0,1,0,1
5151,5.0,1.0,1.0,13.0,3.0,1.0,1.0,2.0,9.0,1,0,1,0
5152,7.0,0.0,1.0,9.0,3.0,5.0,5.0,0.0,7.0,0,1,1,0
5153,12.0,0.0,1.0,13.0,5.0,3.0,3.0,0.0,5.0,1,0,0,1
5154,6.0,0.0,1.0,10.0,2.0,4.0,3.0,2.0,12.0,0,1,0,1
5155,6.0,2.0,3.0,2.0,4.0,5.0,5.0,1.0,8.0,1,0,0,1
5156,11.0,1.0,5.0,9.0,3.0,6.0,5.0,1.0,5.0,0,1,0,1
5157,8.0,0.0,2.0,12.0,10.0,3.0,3.0,0.0,13.0,1,0,0,1
5158,7.0,1.0,3.0,15.0,6.0,3.0,2.0,1.0,13.0,0,1,0,1
5159,7.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,11.0,1,0,0,1
5160,11.0,2.0,3.0,16.0,4.0,1.0,4.0,1.0,12.0,0,1,0,1
5161,3.0,1.0,1.0,10.0,5.0,5.0,2.0,3.0,8.0,1,0,0,1
5162,11.0,1.0,2.0,7.0,5.0,2.0,3.0,0.0,8.0,0,1,0,1
5163,4.0,0.0,1.0,2.0,3.0,3.0,4.0,2.0,7.0,1,0,0,1
5164,15.0,0.0,0.0,1.0,6.0,4.0,5.0,1.0,10.0,0,1,0,1
5165,4.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,12.0,1,0,0,1
5166,18.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,10.0,0,1,0,1
5167,9.0,1.0,5.0,11.0,5.0,2.0,5.0,0.0,11.0,1,0,1,0
5168,9.0,1.0,14.0,10.0,7.0,5.0,0.0,1.0,2.0,0,1,1,0
5169,7.0,0.0,3.0,6.0,3.0,1.0,1.0,1.0,11.0,1,0,0,1
5170,5.0,0.0,1.0,8.0,5.0,2.0,7.0,1.0,8.0,0,1,0,1
5171,12.0,1.0,3.0,7.0,6.0,1.0,1.0,6.0,10.0,1,0,0,1
5172,11.0,1.0,3.0,10.0,4.0,4.0,6.0,5.0,11.0,0,1,0,1
5173,6.0,0.0,1.0,8.0,3.0,6.0,4.0,1.0,11.0,1,0,0,1
5174,7.0,0.0,3.0,15.0,4.0,5.0,3.0,2.0,9.0,0,1,0,1
5175,5.0,1.0,2.0,7.0,7.0,2.0,6.0,1.0,7.0,1,0,1,0
5176,8.0,0.0,0.0,13.0,2.0,5.0,4.0,1.0,12.0,0,1,1,0
5177,7.0,1.0,1.0,12.0,3.0,2.0,3.0,3.0,8.0,1,0,1,0
5178,9.0,2.0,0.0,8.0,4.0,3.0,6.0,1.0,11.0,0,1,1,0
5179,14.0,0.0,1.0,11.0,4.0,3.0,11.0,0.0,9.0,1,0,0,1
5180,6.0,1.0,3.0,6.0,7.0,5.0,0.0,3.0,8.0,0,1,0,1
5181,7.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,11.0,1,0,1,0
5182,13.0,2.0,4.0,6.0,6.0,2.0,4.0,1.0,5.0,0,1,1,0
5183,7.0,2.0,1.0,8.0,4.0,6.0,4.0,2.0,10.0,1,0,1,0
5184,11.0,2.0,2.0,9.0,3.0,5.0,3.0,2.0,16.0,0,1,1,0
5185,9.0,1.0,1.0,11.0,5.0,2.0,5.0,2.0,11.0,1,0,0,1
5186,14.0,0.0,2.0,10.0,1.0,4.0,6.0,1.0,6.0,0,1,0,1
5187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
5188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
5189,5.0,0.0,2.0,5.0,3.0,5.0,3.0,2.0,6.0,1,0,0,1
5190,11.0,0.0,3.0,11.0,6.0,4.0,4.0,1.0,9.0,0,1,0,1
5191,8.0,0.0,4.0,7.0,6.0,4.0,7.0,1.0,8.0,1,0,0,1
5192,5.0,0.0,3.0,14.0,0.0,7.0,6.0,2.0,8.0,0,1,0,1
5193,13.0,0.0,4.0,16.0,5.0,7.0,6.0,2.0,7.0,1,0,1,0
5194,11.0,0.0,2.0,4.0,2.0,6.0,7.0,1.0,17.0,0,1,1,0
5195,17.0,0.0,1.0,6.0,5.0,1.0,2.0,3.0,12.0,1,0,1,0
5196,3.0,2.0,2.0,6.0,9.0,4.0,3.0,3.0,14.0,0,1,1,0
5197,3.0,2.0,2.0,9.0,9.0,1.0,0.0,1.0,7.0,1,0,0,1
5198,11.0,1.0,1.0,13.0,5.0,4.0,2.0,0.0,13.0,0,1,0,1
5199,7.0,0.0,1.0,5.0,5.0,0.0,5.0,1.0,8.0,1,0,0,1
5200,5.0,2.0,0.0,5.0,4.0,4.0,1.0,2.0,7.0,0,1,0,1
5201,5.0,1.0,3.0,4.0,8.0,2.0,6.0,0.0,5.0,1,0,1,0
5202,10.0,0.0,1.0,16.0,6.0,2.0,2.0,1.0,8.0,0,1,1,0
5203,9.0,0.0,0.0,9.0,4.0,6.0,8.0,3.0,7.0,1,0,1,0
5204,7.0,2.0,5.0,9.0,4.0,5.0,3.0,4.0,8.0,0,1,1,0
5205,7.0,1.0,3.0,13.0,3.0,1.0,2.0,1.0,8.0,1,0,0,1
5206,19.0,0.0,0.0,8.0,6.0,3.0,7.0,1.0,7.0,0,1,0,1
5207,6.0,0.0,3.0,5.0,4.0,3.0,6.0,5.0,13.0,1,0,0,1
5208,9.0,1.0,3.0,12.0,4.0,4.0,1.0,1.0,10.0,0,1,0,1
5209,17.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,11.0,1,0,1,0
5210,4.0,0.0,4.0,6.0,5.0,3.0,8.0,4.0,10.0,0,1,1,0
5211,7.0,1.0,3.0,4.0,5.0,9.0,3.0,0.0,5.0,1,0,0,1
5212,8.0,0.0,3.0,7.0,6.0,4.0,6.0,1.0,8.0,0,1,0,1
5213,7.0,1.0,3.0,6.0,9.0,2.0,4.0,0.0,11.0,1,0,0,1
5214,4.0,0.0,1.0,10.0,4.0,1.0,0.0,3.0,7.0,0,1,0,1
5215,9.0,2.0,0.0,8.0,4.0,0.0,2.0,3.0,9.0,1,0,1,0
5216,9.0,1.0,3.0,2.0,3.0,1.0,7.0,2.0,11.0,0,1,1,0
5217,8.0,2.0,1.0,7.0,2.0,2.0,5.0,8.0,7.0,1,0,1,0
5218,8.0,2.0,2.0,5.0,5.0,4.0,2.0,6.0,12.0,0,1,1,0
5219,14.0,1.0,1.0,13.0,3.0,3.0,2.0,1.0,13.0,1,0,0,1
5220,9.0,1.0,1.0,10.0,10.0,2.0,4.0,1.0,6.0,0,1,0,1
5221,8.0,2.0,2.0,10.0,5.0,3.0,4.0,0.0,21.0,1,0,0,1
5222,8.0,1.0,0.0,9.0,2.0,4.0,4.0,1.0,15.0,0,1,0,1
5223,11.0,1.0,0.0,7.0,6.0,4.0,4.0,4.0,8.0,1,0,1,0
5224,12.0,1.0,3.0,9.0,4.0,3.0,8.0,1.0,9.0,0,1,1,0
5225,17.0,1.0,1.0,7.0,1.0,3.0,3.0,0.0,13.0,1,0,0,1
5226,9.0,0.0,1.0,7.0,8.0,6.0,3.0,0.0,8.0,0,1,0,1
5227,15.0,0.0,1.0,7.0,7.0,1.0,4.0,2.0,6.0,1,0,1,0
5228,11.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,10.0,0,1,1,0
5229,9.0,2.0,2.0,2.0,7.0,4.0,5.0,2.0,10.0,1,0,1,0
5230,6.0,1.0,5.0,12.0,3.0,6.0,2.0,3.0,13.0,0,1,1,0
5231,12.0,1.0,0.0,8.0,2.0,4.0,4.0,1.0,10.0,1,0,1,0
5232,9.0,3.0,0.0,12.0,10.0,2.0,7.0,2.0,15.0,0,1,1,0
5233,5.0,0.0,2.0,5.0,4.0,1.0,2.0,4.0,11.0,1,0,0,1
5234,9.0,1.0,4.0,6.0,8.0,0.0,4.0,0.0,10.0,0,1,0,1
5235,17.0,0.0,2.0,4.0,5.0,4.0,10.0,2.0,12.0,1,0,0,1
5236,9.0,1.0,1.0,4.0,8.0,4.0,4.0,3.0,10.0,0,1,0,1
5237,13.0,0.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,1,0,1,0
5238,11.0,0.0,4.0,10.0,16.0,8.0,7.0,0.0,13.0,0,1,1,0
5239,7.0,1.0,4.0,8.0,3.0,4.0,3.0,0.0,6.0,1,0,0,1
5240,12.0,0.0,7.0,12.0,5.0,4.0,5.0,1.0,8.0,0,1,0,1
5241,9.0,0.0,3.0,10.0,3.0,6.0,0.0,2.0,15.0,1,0,0,1
5242,6.0,3.0,6.0,7.0,10.0,3.0,3.0,1.0,8.0,0,1,0,1
5243,5.0,1.0,1.0,25.0,3.0,7.0,2.0,2.0,13.0,1,0,1,0
5244,7.0,0.0,0.0,13.0,4.0,4.0,2.0,3.0,6.0,0,1,1,0
5245,5.0,0.0,4.0,6.0,2.0,0.0,5.0,3.0,14.0,1,0,1,0
5246,9.0,1.0,4.0,9.0,6.0,2.0,1.0,2.0,3.0,0,1,1,0
5247,10.0,1.0,2.0,7.0,4.0,3.0,3.0,1.0,8.0,1,0,1,0
5248,9.0,0.0,0.0,3.0,1.0,5.0,4.0,1.0,6.0,0,1,1,0
5249,10.0,1.0,1.0,15.0,8.0,2.0,5.0,0.0,12.0,1,0,1,0
5250,7.0,0.0,1.0,10.0,5.0,5.0,6.0,0.0,12.0,0,1,1,0
5251,5.0,1.0,2.0,3.0,10.0,1.0,4.0,2.0,12.0,1,0,1,0
5252,14.0,1.0,5.0,10.0,3.0,1.0,6.0,0.0,10.0,0,1,1,0
5253,11.0,1.0,3.0,5.0,7.0,3.0,5.0,0.0,7.0,1,0,0,1
5254,10.0,0.0,2.0,8.0,1.0,0.0,5.0,3.0,9.0,0,1,0,1
5255,9.0,3.0,5.0,8.0,4.0,1.0,1.0,1.0,10.0,1,0,0,1
5256,12.0,0.0,2.0,10.0,5.0,1.0,4.0,0.0,10.0,0,1,0,1
5257,13.0,1.0,4.0,11.0,7.0,1.0,3.0,1.0,6.0,1,0,1,0
5258,6.0,0.0,2.0,8.0,8.0,4.0,5.0,1.0,15.0,0,1,1,0
5259,12.0,1.0,2.0,7.0,3.0,3.0,4.0,1.0,10.0,1,0,1,0
5260,7.0,0.0,5.0,10.0,5.0,3.0,5.0,3.0,11.0,0,1,1,0
5261,4.0,0.0,5.0,7.0,1.0,5.0,3.0,1.0,7.0,1,0,0,1
5262,8.0,1.0,3.0,9.0,6.0,5.0,6.0,1.0,7.0,0,1,0,1
5263,6.0,0.0,2.0,9.0,3.0,1.0,3.0,0.0,6.0,1,0,1,0
5264,3.0,0.0,4.0,6.0,4.0,4.0,6.0,0.0,3.0,0,1,1,0
5265,11.0,1.0,2.0,6.0,2.0,1.0,3.0,3.0,10.0,1,0,0,1
5266,13.0,0.0,2.0,7.0,5.0,2.0,4.0,2.0,11.0,0,1,0,1
