,Shots,Goals,Takeaways,Hits,Blocked Shots,Giveaways,Missed Shots,Penalities,#Won Faceoffs,HoA_away,HoA_home,startRinkSide_left,startRinkSide_right
0,8.0,0.0,1.0,14.0,3.0,6.0,4.0,1.0,10.0,1,0,1,0
1,8.0,3.0,3.0,5.0,3.0,7.0,0.0,1.0,12.0,0,1,1,0
2,11.0,0.0,0.0,4.0,6.0,2.0,6.0,1.0,11.0,1,0,0,1
3,12.0,1.0,2.0,4.0,8.0,0.0,3.0,3.0,9.0,0,1,0,1
4,9.0,0.0,3.0,4.0,7.0,7.0,3.0,2.0,7.0,1,0,1,0
5,8.0,1.0,2.0,5.0,1.0,5.0,8.0,1.0,11.0,0,1,1,0
6,4.0,0.0,5.0,12.0,3.0,2.0,3.0,1.0,5.0,1,0,1,0
7,8.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,12.0,0,1,1,0
8,5.0,0.0,2.0,9.0,3.0,4.0,2.0,5.0,7.0,1,0,0,1
9,19.0,1.0,4.0,6.0,3.0,5.0,6.0,3.0,11.0,0,1,0,1
10,11.0,1.0,1.0,9.0,7.0,4.0,1.0,0.0,6.0,1,0,1,0
11,7.0,0.0,0.0,15.0,5.0,3.0,3.0,0.0,10.0,0,1,1,0
12,6.0,0.0,1.0,12.0,2.0,4.0,0.0,3.0,7.0,1,0,1,0
13,16.0,0.0,0.0,10.0,0.0,3.0,8.0,1.0,12.0,0,1,1,0
14,5.0,1.0,3.0,5.0,9.0,4.0,1.0,3.0,10.0,1,0,0,1
15,15.0,1.0,2.0,5.0,3.0,5.0,7.0,0.0,12.0,0,1,0,1
16,7.0,0.0,4.0,7.0,9.0,1.0,7.0,2.0,12.0,1,0,1,0
17,14.0,0.0,1.0,9.0,2.0,3.0,3.0,2.0,9.0,0,1,1,0
18,11.0,2.0,0.0,14.0,8.0,0.0,3.0,1.0,16.0,1,0,0,1
19,14.0,0.0,1.0,14.0,1.0,2.0,8.0,1.0,13.0,0,1,0,1
20,10.0,3.0,0.0,8.0,6.0,1.0,6.0,0.0,11.0,1,0,1,0
21,11.0,0.0,1.0,12.0,4.0,5.0,0.0,2.0,13.0,0,1,1,0
22,7.0,0.0,1.0,9.0,5.0,3.0,3.0,0.0,11.0,1,0,1,0
23,11.0,1.0,0.0,11.0,11.0,2.0,3.0,2.0,8.0,0,1,1,0
24,3.0,0.0,2.0,9.0,4.0,1.0,4.0,1.0,6.0,1,0,0,1
25,13.0,1.0,0.0,11.0,2.0,0.0,12.0,0.0,8.0,0,1,0,1
26,2.0,1.0,2.0,9.0,6.0,1.0,3.0,0.0,9.0,1,0,0,1
27,7.0,1.0,2.0,15.0,1.0,3.0,4.0,0.0,9.0,0,1,0,1
28,9.0,0.0,2.0,10.0,7.0,2.0,8.0,0.0,8.0,1,0,1,0
29,3.0,2.0,3.0,10.0,4.0,4.0,3.0,1.0,9.0,0,1,1,0
30,7.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,7.0,1,0,0,1
31,11.0,1.0,3.0,7.0,4.0,4.0,3.0,2.0,8.0,0,1,0,1
32,10.0,2.0,3.0,0.0,6.0,4.0,4.0,1.0,11.0,1,0,1,0
33,9.0,1.0,3.0,4.0,2.0,3.0,9.0,1.0,10.0,0,1,1,0
34,5.0,1.0,1.0,6.0,7.0,2.0,3.0,2.0,8.0,1,0,1,0
35,12.0,1.0,0.0,14.0,2.0,5.0,6.0,0.0,9.0,0,1,1,0
36,10.0,3.0,2.0,7.0,1.0,2.0,3.0,1.0,3.0,1,0,1,0
37,13.0,2.0,4.0,6.0,0.0,1.0,2.0,0.0,13.0,0,1,1,0
38,7.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,11.0,1,0,0,1
39,5.0,0.0,1.0,11.0,2.0,2.0,5.0,3.0,6.0,0,1,0,1
40,10.0,1.0,0.0,4.0,1.0,1.0,3.0,2.0,14.0,1,0,1,0
41,13.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,13.0,0,1,1,0
42,7.0,1.0,3.0,10.0,2.0,3.0,6.0,2.0,11.0,1,0,0,1
43,9.0,0.0,4.0,11.0,3.0,7.0,2.0,1.0,9.0,0,1,0,1
44,8.0,3.0,0.0,10.0,7.0,3.0,4.0,4.0,9.0,1,0,1,0
45,17.0,0.0,0.0,6.0,5.0,3.0,5.0,1.0,16.0,0,1,1,0
46,5.0,0.0,3.0,9.0,8.0,5.0,2.0,1.0,7.0,1,0,0,1
47,13.0,0.0,5.0,10.0,8.0,5.0,6.0,0.0,13.0,0,1,0,1
48,11.0,0.0,3.0,10.0,5.0,3.0,10.0,1.0,7.0,1,0,0,1
49,8.0,2.0,0.0,12.0,6.0,2.0,9.0,2.0,9.0,0,1,0,1
50,10.0,0.0,1.0,4.0,7.0,4.0,5.0,0.0,9.0,1,0,0,1
51,11.0,1.0,2.0,8.0,7.0,6.0,3.0,1.0,11.0,0,1,0,1
52,11.0,1.0,1.0,10.0,6.0,6.0,3.0,1.0,9.0,1,0,1,0
53,13.0,1.0,3.0,7.0,5.0,2.0,5.0,0.0,5.0,0,1,1,0
54,7.0,1.0,2.0,3.0,5.0,3.0,3.0,1.0,11.0,1,0,1,0
55,8.0,0.0,3.0,3.0,8.0,5.0,5.0,1.0,13.0,0,1,1,0
56,9.0,2.0,2.0,10.0,5.0,2.0,3.0,1.0,15.0,1,0,0,1
57,8.0,2.0,0.0,7.0,2.0,4.0,4.0,1.0,8.0,0,1,0,1
58,8.0,0.0,2.0,10.0,5.0,1.0,5.0,2.0,6.0,1,0,1,0
59,4.0,0.0,0.0,4.0,7.0,3.0,9.0,1.0,12.0,0,1,1,0
60,12.0,0.0,5.0,9.0,7.0,2.0,3.0,2.0,5.0,1,0,0,1
61,7.0,0.0,3.0,6.0,3.0,5.0,5.0,0.0,13.0,0,1,0,1
62,11.0,0.0,3.0,7.0,1.0,1.0,4.0,1.0,4.0,1,0,1,0
63,10.0,0.0,5.0,12.0,5.0,3.0,6.0,2.0,6.0,0,1,1,0
64,9.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,6.0,1,0,1,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0,0,1
66,10.0,0.0,1.0,8.0,8.0,1.0,5.0,0.0,12.0,0,1,1,0
67,9.0,0.0,4.0,18.0,6.0,3.0,4.0,2.0,3.0,1,0,1,0
68,13.0,1.0,3.0,11.0,5.0,6.0,2.0,1.0,12.0,0,1,1,0
69,9.0,1.0,1.0,4.0,6.0,1.0,1.0,0.0,14.0,1,0,1,0
70,9.0,0.0,1.0,10.0,8.0,1.0,3.0,1.0,7.0,0,1,1,0
71,4.0,1.0,3.0,9.0,6.0,1.0,3.0,0.0,12.0,1,0,1,0
72,10.0,0.0,1.0,12.0,2.0,2.0,1.0,1.0,10.0,0,1,1,0
73,10.0,0.0,1.0,14.0,4.0,2.0,4.0,0.0,10.0,1,0,1,0
74,13.0,1.0,0.0,13.0,5.0,10.0,6.0,1.0,9.0,0,1,1,0
75,12.0,0.0,1.0,8.0,5.0,1.0,4.0,0.0,12.0,1,0,0,1
76,6.0,2.0,1.0,7.0,7.0,6.0,3.0,1.0,10.0,0,1,0,1
77,3.0,0.0,1.0,14.0,10.0,6.0,1.0,3.0,8.0,1,0,0,1
78,22.0,0.0,4.0,8.0,0.0,5.0,6.0,0.0,13.0,0,1,0,1
79,14.0,0.0,5.0,10.0,8.0,1.0,1.0,0.0,17.0,1,0,1,0
80,8.0,2.0,4.0,8.0,8.0,2.0,1.0,1.0,8.0,0,1,1,0
81,12.0,0.0,4.0,3.0,2.0,4.0,5.0,1.0,16.0,1,0,1,0
82,3.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,9.0,0,1,1,0
83,5.0,1.0,0.0,7.0,1.0,2.0,5.0,2.0,11.0,1,0,1,0
84,19.0,2.0,0.0,14.0,5.0,3.0,7.0,1.0,17.0,0,1,1,0
85,11.0,2.0,2.0,19.0,6.0,2.0,5.0,0.0,12.0,1,0,1,0
86,6.0,1.0,4.0,9.0,4.0,7.0,1.0,0.0,6.0,0,1,1,0
87,11.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,1,0,1,0
88,11.0,2.0,1.0,12.0,2.0,10.0,1.0,2.0,6.0,0,1,1,0
89,9.0,0.0,3.0,15.0,7.0,4.0,4.0,1.0,7.0,1,0,0,1
90,10.0,1.0,7.0,13.0,4.0,10.0,8.0,1.0,13.0,0,1,0,1
91,6.0,1.0,2.0,6.0,12.0,3.0,1.0,3.0,10.0,1,0,1,0
92,13.0,1.0,8.0,12.0,0.0,6.0,6.0,1.0,9.0,0,1,1,0
93,9.0,1.0,3.0,5.0,4.0,1.0,3.0,2.0,11.0,1,0,0,1
94,8.0,3.0,2.0,10.0,7.0,3.0,3.0,1.0,19.0,0,1,0,1
95,10.0,1.0,3.0,4.0,7.0,0.0,4.0,2.0,10.0,1,0,0,1
96,9.0,0.0,1.0,8.0,1.0,2.0,3.0,2.0,12.0,0,1,0,1
97,14.0,0.0,4.0,6.0,0.0,0.0,6.0,2.0,11.0,1,0,1,0
98,8.0,2.0,3.0,11.0,7.0,9.0,2.0,4.0,11.0,0,1,1,0
99,6.0,2.0,1.0,16.0,7.0,6.0,2.0,1.0,13.0,1,0,1,0
100,14.0,1.0,1.0,7.0,1.0,5.0,7.0,2.0,13.0,0,1,1,0
101,8.0,0.0,1.0,9.0,4.0,4.0,3.0,0.0,10.0,1,0,1,0
102,8.0,0.0,4.0,13.0,9.0,4.0,6.0,1.0,4.0,0,1,1,0
103,6.0,1.0,1.0,6.0,4.0,5.0,3.0,1.0,10.0,1,0,1,0
104,7.0,1.0,4.0,9.0,10.0,2.0,6.0,1.0,11.0,0,1,1,0
105,10.0,0.0,1.0,14.0,12.0,5.0,2.0,0.0,10.0,1,0,1,0
106,13.0,1.0,2.0,7.0,2.0,4.0,5.0,1.0,6.0,0,1,1,0
107,13.0,2.0,1.0,5.0,8.0,1.0,1.0,2.0,14.0,1,0,1,0
108,15.0,0.0,4.0,6.0,1.0,4.0,7.0,0.0,11.0,0,1,1,0
109,14.0,0.0,2.0,13.0,5.0,0.0,6.0,2.0,13.0,1,0,0,1
110,10.0,0.0,1.0,10.0,10.0,3.0,0.0,2.0,10.0,0,1,0,1
111,9.0,0.0,2.0,7.0,6.0,1.0,4.0,1.0,10.0,1,0,1,0
112,5.0,1.0,4.0,4.0,5.0,3.0,2.0,2.0,11.0,0,1,1,0
113,6.0,0.0,3.0,5.0,5.0,3.0,8.0,1.0,12.0,1,0,1,0
114,6.0,0.0,2.0,4.0,11.0,4.0,3.0,2.0,8.0,0,1,1,0
115,11.0,0.0,5.0,11.0,9.0,3.0,2.0,2.0,8.0,1,0,1,0
116,11.0,0.0,2.0,11.0,5.0,3.0,6.0,1.0,11.0,0,1,1,0
117,8.0,1.0,3.0,10.0,7.0,0.0,5.0,1.0,9.0,1,0,1,0
118,11.0,1.0,4.0,7.0,4.0,4.0,5.0,0.0,11.0,0,1,1,0
119,7.0,2.0,1.0,7.0,5.0,7.0,0.0,0.0,9.0,1,0,0,1
120,7.0,1.0,6.0,7.0,3.0,8.0,6.0,4.0,9.0,0,1,0,1
121,15.0,4.0,0.0,5.0,0.0,2.0,3.0,1.0,13.0,1,0,1,0
122,6.0,1.0,1.0,6.0,5.0,6.0,2.0,2.0,11.0,0,1,1,0
123,10.0,0.0,4.0,8.0,3.0,3.0,7.0,1.0,10.0,1,0,0,1
124,10.0,1.0,1.0,11.0,4.0,5.0,4.0,1.0,13.0,0,1,0,1
125,8.0,1.0,1.0,8.0,8.0,5.0,5.0,2.0,9.0,1,0,0,1
126,12.0,3.0,4.0,7.0,2.0,10.0,4.0,0.0,10.0,0,1,0,1
127,11.0,0.0,1.0,11.0,3.0,6.0,3.0,0.0,13.0,1,0,0,1
128,8.0,1.0,1.0,9.0,6.0,6.0,3.0,2.0,4.0,0,1,0,1
129,9.0,2.0,1.0,15.0,4.0,3.0,1.0,2.0,11.0,1,0,0,1
130,11.0,0.0,2.0,10.0,5.0,7.0,2.0,1.0,10.0,0,1,0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0
132,9.0,0.0,3.0,4.0,5.0,2.0,5.0,0.0,5.0,1,0,0,1
133,6.0,0.0,0.0,11.0,3.0,1.0,4.0,1.0,10.0,0,1,0,1
134,11.0,4.0,0.0,8.0,3.0,3.0,3.0,2.0,8.0,1,0,1,0
135,7.0,0.0,3.0,6.0,5.0,9.0,2.0,1.0,10.0,0,1,1,0
136,9.0,0.0,3.0,8.0,4.0,5.0,6.0,1.0,14.0,1,0,0,1
137,9.0,0.0,5.0,8.0,5.0,6.0,2.0,2.0,14.0,0,1,0,1
138,6.0,0.0,3.0,12.0,7.0,1.0,5.0,3.0,6.0,1,0,1,0
139,11.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,10.0,0,1,1,0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
142,13.0,0.0,1.0,6.0,7.0,1.0,3.0,2.0,11.0,1,0,1,0
143,4.0,1.0,3.0,7.0,4.0,0.0,5.0,4.0,15.0,0,1,1,0
144,14.0,0.0,2.0,8.0,3.0,1.0,1.0,2.0,10.0,1,0,1,0
145,12.0,1.0,1.0,5.0,7.0,4.0,9.0,3.0,16.0,0,1,1,0
146,4.0,0.0,3.0,11.0,5.0,5.0,2.0,3.0,8.0,1,0,0,1
147,10.0,2.0,4.0,5.0,5.0,10.0,6.0,1.0,10.0,0,1,0,1
148,9.0,2.0,1.0,8.0,6.0,0.0,5.0,3.0,9.0,1,0,1,0
149,10.0,0.0,2.0,10.0,4.0,6.0,4.0,1.0,8.0,0,1,1,0
150,7.0,0.0,3.0,5.0,4.0,4.0,1.0,2.0,8.0,1,0,0,1
151,11.0,1.0,0.0,9.0,4.0,5.0,7.0,1.0,10.0,0,1,0,1
152,7.0,0.0,0.0,5.0,6.0,1.0,4.0,0.0,8.0,1,0,0,1
153,10.0,1.0,3.0,13.0,4.0,2.0,6.0,1.0,9.0,0,1,0,1
154,10.0,2.0,3.0,6.0,7.0,2.0,2.0,2.0,7.0,1,0,1,0
155,14.0,2.0,0.0,12.0,5.0,5.0,7.0,1.0,18.0,0,1,1,0
156,6.0,0.0,2.0,2.0,2.0,3.0,7.0,1.0,11.0,1,0,1,0
157,12.0,0.0,3.0,4.0,4.0,3.0,9.0,1.0,12.0,0,1,1,0
158,7.0,2.0,2.0,7.0,5.0,4.0,4.0,1.0,18.0,1,0,0,1
159,12.0,2.0,3.0,4.0,6.0,7.0,6.0,1.0,5.0,0,1,0,1
160,3.0,1.0,0.0,12.0,6.0,3.0,1.0,0.0,11.0,1,0,0,1
161,14.0,1.0,2.0,10.0,1.0,2.0,4.0,0.0,6.0,0,1,0,1
162,7.0,0.0,1.0,7.0,5.0,4.0,4.0,1.0,8.0,1,0,1,0
163,12.0,1.0,2.0,5.0,5.0,3.0,4.0,1.0,8.0,0,1,1,0
164,13.0,0.0,3.0,11.0,3.0,1.0,1.0,1.0,12.0,1,0,0,1
165,10.0,0.0,2.0,9.0,7.0,5.0,4.0,2.0,4.0,0,1,0,1
166,3.0,1.0,0.0,10.0,9.0,8.0,2.0,0.0,7.0,1,0,0,1
167,11.0,0.0,3.0,7.0,2.0,9.0,7.0,0.0,8.0,0,1,0,1
168,11.0,1.0,2.0,8.0,10.0,1.0,5.0,3.0,10.0,1,0,0,1
169,5.0,0.0,1.0,9.0,7.0,1.0,3.0,3.0,12.0,0,1,0,1
170,9.0,1.0,5.0,11.0,4.0,1.0,2.0,0.0,10.0,1,0,1,0
171,5.0,0.0,2.0,2.0,5.0,6.0,4.0,0.0,7.0,0,1,1,0
172,10.0,1.0,0.0,10.0,7.0,2.0,2.0,1.0,13.0,1,0,1,0
173,8.0,0.0,2.0,11.0,3.0,4.0,4.0,1.0,11.0,0,1,1,0
174,10.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,9.0,1,0,0,1
175,14.0,0.0,2.0,6.0,5.0,3.0,5.0,2.0,10.0,0,1,0,1
176,10.0,0.0,3.0,7.0,9.0,4.0,1.0,2.0,14.0,1,0,0,1
177,5.0,0.0,2.0,8.0,3.0,5.0,5.0,1.0,10.0,0,1,0,1
178,15.0,0.0,3.0,6.0,8.0,1.0,4.0,2.0,3.0,1,0,1,0
179,8.0,1.0,2.0,6.0,8.0,1.0,3.0,3.0,14.0,0,1,1,0
180,10.0,0.0,3.0,3.0,5.0,7.0,8.0,1.0,12.0,1,0,0,1
181,9.0,2.0,3.0,7.0,5.0,9.0,3.0,2.0,6.0,0,1,0,1
182,7.0,0.0,4.0,12.0,4.0,2.0,4.0,1.0,10.0,1,0,0,1
183,10.0,0.0,2.0,8.0,0.0,2.0,6.0,1.0,10.0,0,1,0,1
184,7.0,0.0,2.0,10.0,7.0,3.0,3.0,0.0,7.0,1,0,0,1
185,11.0,1.0,1.0,9.0,3.0,3.0,2.0,1.0,10.0,0,1,0,1
186,10.0,0.0,3.0,3.0,4.0,0.0,4.0,1.0,7.0,1,0,1,0
187,5.0,1.0,3.0,5.0,1.0,2.0,6.0,2.0,6.0,0,1,1,0
188,6.0,1.0,3.0,12.0,4.0,6.0,2.0,0.0,9.0,1,0,0,1
189,9.0,1.0,1.0,9.0,5.0,1.0,2.0,0.0,10.0,0,1,0,1
190,4.0,1.0,1.0,4.0,11.0,4.0,8.0,1.0,9.0,1,0,1,0
191,10.0,0.0,1.0,13.0,7.0,6.0,3.0,0.0,10.0,0,1,1,0
192,13.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,11.0,1,0,1,0
193,12.0,1.0,4.0,4.0,9.0,1.0,2.0,2.0,10.0,0,1,1,0
194,15.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,9.0,1,0,1,0
195,14.0,0.0,2.0,9.0,5.0,4.0,3.0,0.0,5.0,0,1,1,0
196,10.0,1.0,0.0,5.0,8.0,1.0,3.0,1.0,9.0,1,0,0,1
197,13.0,0.0,1.0,5.0,5.0,1.0,6.0,1.0,13.0,0,1,0,1
198,12.0,0.0,1.0,8.0,11.0,4.0,7.0,0.0,5.0,1,0,0,1
199,8.0,0.0,4.0,11.0,3.0,3.0,3.0,1.0,10.0,0,1,0,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
202,7.0,0.0,1.0,10.0,4.0,1.0,7.0,0.0,9.0,1,0,0,1
203,11.0,0.0,3.0,11.0,2.0,6.0,0.0,0.0,8.0,0,1,0,1
204,7.0,2.0,4.0,16.0,6.0,3.0,6.0,0.0,13.0,1,0,0,1
205,10.0,0.0,1.0,13.0,8.0,2.0,4.0,0.0,12.0,0,1,0,1
206,5.0,2.0,0.0,18.0,10.0,3.0,1.0,1.0,6.0,1,0,1,0
207,13.0,0.0,5.0,6.0,2.0,3.0,6.0,0.0,8.0,0,1,1,0
208,13.0,0.0,2.0,12.0,7.0,4.0,2.0,2.0,12.0,1,0,1,0
209,10.0,1.0,4.0,15.0,6.0,4.0,7.0,0.0,11.0,0,1,1,0
210,4.0,1.0,3.0,8.0,6.0,7.0,3.0,2.0,8.0,1,0,0,1
211,11.0,0.0,5.0,9.0,5.0,11.0,8.0,1.0,6.0,0,1,0,1
212,12.0,0.0,4.0,7.0,9.0,1.0,4.0,0.0,10.0,1,0,1,0
213,6.0,1.0,2.0,6.0,6.0,3.0,4.0,0.0,9.0,0,1,1,0
214,7.0,1.0,2.0,21.0,9.0,3.0,4.0,2.0,16.0,1,0,1,0
215,21.0,0.0,1.0,11.0,2.0,2.0,5.0,1.0,9.0,0,1,1,0
216,7.0,1.0,5.0,7.0,2.0,1.0,5.0,1.0,6.0,1,0,0,1
217,8.0,0.0,3.0,10.0,5.0,3.0,3.0,1.0,11.0,0,1,0,1
218,9.0,0.0,0.0,9.0,8.0,6.0,2.0,2.0,5.0,1,0,1,0
219,14.0,1.0,4.0,6.0,2.0,5.0,5.0,0.0,17.0,0,1,1,0
220,14.0,0.0,1.0,10.0,3.0,9.0,7.0,0.0,11.0,1,0,1,0
221,10.0,1.0,0.0,8.0,3.0,7.0,5.0,0.0,12.0,0,1,1,0
222,12.0,4.0,3.0,6.0,2.0,2.0,2.0,0.0,11.0,1,0,1,0
223,15.0,1.0,5.0,6.0,3.0,4.0,1.0,1.0,13.0,0,1,1,0
224,8.0,0.0,3.0,12.0,5.0,3.0,2.0,0.0,5.0,1,0,0,1
225,4.0,1.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,0,1,0,1
226,3.0,2.0,2.0,11.0,9.0,6.0,2.0,3.0,12.0,1,0,0,1
227,3.0,1.0,6.0,11.0,5.0,7.0,7.0,1.0,6.0,0,1,0,1
228,11.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,16.0,1,0,1,0
229,13.0,1.0,2.0,8.0,4.0,1.0,2.0,0.0,11.0,0,1,1,0
230,9.0,1.0,0.0,6.0,9.0,2.0,3.0,2.0,14.0,1,0,0,1
231,13.0,0.0,4.0,5.0,4.0,0.0,6.0,2.0,8.0,0,1,0,1
232,13.0,2.0,4.0,12.0,5.0,3.0,7.0,2.0,9.0,1,0,1,0
233,5.0,0.0,0.0,8.0,5.0,2.0,1.0,3.0,10.0,0,1,1,0
234,7.0,1.0,1.0,6.0,1.0,1.0,3.0,0.0,13.0,1,0,1,0
235,6.0,1.0,5.0,9.0,5.0,4.0,4.0,2.0,10.0,0,1,1,0
236,11.0,0.0,5.0,6.0,9.0,8.0,4.0,0.0,8.0,1,0,0,1
237,16.0,0.0,5.0,10.0,3.0,4.0,7.0,1.0,10.0,0,1,0,1
238,9.0,1.0,1.0,7.0,4.0,1.0,5.0,1.0,7.0,1,0,0,1
239,12.0,0.0,3.0,14.0,7.0,1.0,3.0,1.0,7.0,0,1,0,1
240,17.0,0.0,3.0,8.0,4.0,7.0,7.0,1.0,14.0,1,0,0,1
241,10.0,2.0,6.0,6.0,7.0,10.0,2.0,2.0,6.0,0,1,0,1
242,8.0,0.0,2.0,8.0,6.0,1.0,3.0,1.0,8.0,1,0,1,0
243,11.0,0.0,4.0,7.0,1.0,2.0,5.0,0.0,11.0,0,1,1,0
244,9.0,0.0,1.0,9.0,9.0,2.0,1.0,2.0,12.0,1,0,0,1
245,10.0,0.0,2.0,12.0,4.0,3.0,1.0,1.0,10.0,0,1,0,1
246,5.0,2.0,2.0,5.0,2.0,4.0,1.0,0.0,7.0,1,0,1,0
247,8.0,0.0,5.0,11.0,3.0,6.0,2.0,2.0,10.0,0,1,1,0
248,4.0,0.0,0.0,10.0,8.0,3.0,4.0,1.0,9.0,1,0,1,0
249,17.0,1.0,3.0,6.0,10.0,3.0,4.0,0.0,14.0,0,1,1,0
250,15.0,2.0,1.0,13.0,3.0,0.0,4.0,0.0,11.0,1,0,1,0
251,8.0,2.0,4.0,6.0,4.0,4.0,2.0,1.0,10.0,0,1,1,0
252,11.0,0.0,2.0,10.0,3.0,2.0,2.0,2.0,6.0,1,0,0,1
253,2.0,4.0,3.0,4.0,5.0,4.0,5.0,0.0,13.0,0,1,0,1
254,9.0,0.0,1.0,11.0,5.0,3.0,3.0,1.0,6.0,1,0,1,0
255,8.0,0.0,3.0,11.0,4.0,3.0,2.0,1.0,9.0,0,1,1,0
256,9.0,0.0,5.0,6.0,3.0,5.0,6.0,2.0,6.0,1,0,1,0
257,6.0,3.0,2.0,4.0,11.0,5.0,4.0,3.0,12.0,0,1,1,0
258,12.0,0.0,3.0,6.0,4.0,4.0,1.0,1.0,6.0,1,0,0,1
259,8.0,0.0,1.0,8.0,4.0,1.0,2.0,2.0,15.0,0,1,0,1
260,7.0,0.0,5.0,10.0,7.0,3.0,2.0,1.0,7.0,1,0,1,0
261,12.0,0.0,7.0,8.0,1.0,5.0,2.0,1.0,4.0,0,1,1,0
262,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,0,0,1
263,11.0,0.0,0.0,5.0,3.0,1.0,5.0,1.0,8.0,1,0,0,1
264,5.0,3.0,0.0,9.0,8.0,1.0,2.0,1.0,6.0,0,1,0,1
265,10.0,0.0,5.0,11.0,6.0,0.0,4.0,2.0,9.0,1,0,0,1
266,15.0,0.0,6.0,8.0,7.0,3.0,3.0,1.0,9.0,0,1,0,1
267,17.0,2.0,2.0,7.0,6.0,3.0,4.0,1.0,15.0,1,0,1,0
268,8.0,1.0,9.0,6.0,0.0,4.0,4.0,1.0,12.0,0,1,1,0
269,13.0,0.0,5.0,9.0,5.0,1.0,1.0,2.0,7.0,1,0,1,0
270,3.0,0.0,0.0,4.0,6.0,6.0,2.0,1.0,9.0,0,1,1,0
271,12.0,0.0,2.0,6.0,3.0,1.0,9.0,0.0,4.0,1,0,1,0
272,13.0,0.0,3.0,6.0,6.0,1.0,4.0,1.0,14.0,0,1,1,0
273,6.0,1.0,4.0,10.0,0.0,2.0,5.0,1.0,8.0,1,0,1,0
274,15.0,2.0,3.0,16.0,7.0,5.0,4.0,2.0,11.0,0,1,1,0
275,10.0,1.0,2.0,5.0,1.0,3.0,3.0,1.0,7.0,1,0,1,0
276,13.0,0.0,1.0,6.0,2.0,3.0,4.0,3.0,10.0,0,1,1,0
277,14.0,1.0,0.0,12.0,6.0,2.0,0.0,0.0,10.0,1,0,1,0
278,9.0,0.0,1.0,5.0,8.0,2.0,6.0,1.0,10.0,0,1,1,0
279,9.0,2.0,1.0,17.0,6.0,2.0,5.0,0.0,12.0,1,0,1,0
280,4.0,2.0,1.0,14.0,7.0,0.0,4.0,2.0,10.0,0,1,1,0
281,3.0,0.0,1.0,12.0,7.0,2.0,7.0,2.0,5.0,1,0,1,0
282,14.0,0.0,8.0,11.0,5.0,6.0,5.0,1.0,10.0,0,1,1,0
283,7.0,1.0,3.0,6.0,7.0,0.0,2.0,3.0,11.0,1,0,1,0
284,13.0,1.0,0.0,12.0,7.0,6.0,3.0,2.0,14.0,0,1,1,0
285,8.0,1.0,2.0,4.0,4.0,6.0,5.0,1.0,12.0,1,0,1,0
286,5.0,3.0,1.0,6.0,7.0,4.0,8.0,3.0,15.0,0,1,1,0
287,10.0,1.0,0.0,7.0,6.0,1.0,4.0,1.0,9.0,1,0,1,0
288,8.0,0.0,2.0,5.0,3.0,1.0,4.0,0.0,10.0,0,1,1,0
289,15.0,1.0,2.0,8.0,3.0,1.0,2.0,1.0,11.0,1,0,0,1
290,10.0,1.0,5.0,13.0,6.0,4.0,4.0,3.0,9.0,0,1,0,1
291,4.0,1.0,3.0,5.0,7.0,9.0,4.0,0.0,9.0,1,0,0,1
292,10.0,2.0,4.0,13.0,4.0,4.0,2.0,1.0,7.0,0,1,0,1
293,9.0,0.0,4.0,5.0,2.0,0.0,7.0,2.0,11.0,1,0,1,0
294,16.0,0.0,6.0,7.0,6.0,6.0,3.0,1.0,12.0,0,1,1,0
295,6.0,1.0,1.0,9.0,7.0,1.0,4.0,1.0,10.0,1,0,0,1
296,19.0,0.0,2.0,6.0,4.0,2.0,4.0,0.0,12.0,0,1,0,1
297,7.0,0.0,3.0,7.0,6.0,2.0,2.0,1.0,6.0,1,0,1,0
298,8.0,0.0,2.0,11.0,4.0,1.0,6.0,1.0,14.0,0,1,1,0
299,12.0,1.0,1.0,8.0,2.0,0.0,4.0,1.0,9.0,1,0,1,0
300,5.0,0.0,2.0,6.0,2.0,2.0,1.0,2.0,8.0,0,1,1,0
301,7.0,1.0,1.0,8.0,4.0,0.0,0.0,1.0,6.0,1,0,0,1
